gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm,group,source_file
4.6178688298102575,3.91405916770732,10.379747217387015,-70.0,118.40537521204996,188.09516696659503,112.37372373249616,0.039999236586306,60.88255550922706,0.0334385622274325,5.670731816130036,-0.0384716787200175,TeNT,all_fitted_params_sweep_8_clipped_510ms_10142022_P9_FVB_PunTeTx_TeNT_60pA_S1C1_20250624_103404.csv
4.59944520513993,25.37923131934443,13.538001067901805,-80.91069526747468,256.7208930704661,217.42357198665795,25.309617061478395,0.2000597246981941,85.04160451820499,0.0447028440741823,7.69389129985929,-0.0347999694278339,iMNTB,all_fitted_params_sweep_16_clipped_510ms_12172022_P9_FVB_PunTeTx_iMNTB_220pA_S2C2_20250624_122451.csv
9.205654157550777,7.078857506303272,12.931219267780753,-70.61648805398863,202.17123153575972,145.61440349137078,107.05767370852028,0.0879825518789723,75.6644221575704,0.0343465426568816,7.020095319080563,-0.0413405595331322,TeNT,avg_TeNT_transposed.csv
4.741860941779463,34.79215560723025,11.777626971224718,-75.65004627898703,207.7211357928487,273.4139821360327,75.22407026292626,0.2001614120274029,96.56707236005,0.0449167209059266,7.795903977561752,-0.0305724183889811,iMNTB,all_fitted_params_sweep_16_clipped_510ms_08122022_P9_FVB_PunTeTx_iMNTB_220pA_S1C3_20250624_122402.csv
6.154936067905476,33.33018932724976,9.80480337939992,-76.00587287390745,225.18864620074143,228.21285795881175,46.46528389440057,0.1798414327615308,85.61312788139529,0.0401407329558914,6.979975577399921,-0.0361653843418987,iMNTB,avg_iMNTB_transposed.csv
8.671721902540327,38.59437873644721,7.152639808109961,-74.92749967425951,236.9909228804044,263.6487627747685,40.28423642405452,0.21997867522673,95.46424849424116,0.034162603417259,6.697710117420137,-0.04454937109952,iMNTB,all_fitted_params_sweep_17_clipped_510ms_08122022_P9_FVB_PunTeTx_iMNTB_240pA_S1C2_20250624_122608.csv
8.848318180166975,6.075841328812288,2.180601773665028,-70.1698274797966,210.5323873022259,128.0395717766143,126.67085832508072,0.0799661608036886,76.55528269293646,0.0434394938756999,8.223965242417494,-0.0303762891273682,TeNT,all_fitted_params_sweep_10_clipped_510ms_12172022_P9_FVB_PunTeTx_TeNT_100pA_S2C4_20250624_103550.csv
14.30148386452936,4.87221212822282,7.613769247621074,-72.91261279014654,300.13531964257504,191.88416098574083,81.7005389797555,0.0999870300770973,94.8036032921728,0.0296560288822154,8.85096616187549,-0.0479367898908662,TeNT,all_fitted_params_sweep_22_clipped_510ms_12232024_P9_FVB_PunTeTx_Dan_TeNT_120pA_S1C1_20250624_103219.csv
8.558506262685574,14.508282425447693,20.732797293023378,-70.0,208.92373196511787,107.92261035078968,114.59947527044795,0.119970450607571,60.66837235519984,0.0324331581677052,6.385535056029244,-0.0394527728464145,TeNT,all_fitted_params_sweep_12_clipped_510ms_03232022_P9_FVB_PunTeTx_TeNT_140pA_S1C2_20250624_103651.csv
2.5020936505617084,8.98389248132624,23.74918080720727,-70.0,172.85934355682974,125.13050737711411,109.94377223482104,0.0999898813201986,85.41229693831588,0.0327654701313555,5.969278318950551,-0.0504652670809947,TeNT,all_fitted_params_sweep_11_clipped_510ms_02062024_P9_FVB_PunTeTx_Dan_TeNT_120pA_S4C1_20250624_103040.csv
6.809232292860866,19.05393045292099,12.00078186202296,-73.56985327480504,217.01165982390265,220.51002582244615,60.950999820797456,0.1599891019980312,62.243986902492125,0.0401719328505058,7.115317114913987,-0.0317821328536595,iMNTB,all_fitted_params_sweep_14_clipped_510ms_08122022_P9_FVB_PunTeTx_iMNTB_180pA_S2C1_20250624_122523.csv
5.952419997206796,48.83125052030592,4.554967187740153,-74.97126987401103,207.49861943608536,166.06794707415372,30.55749590274623,0.119018249857296,88.74872713198819,0.0367495635315837,5.597055377244436,-0.0391230299394993,iMNTB,all_fitted_params_sweep_13_clipped_510ms_02072024_P9_FVB_PunTeTx_Dan_iMNTB_160pA_S3C3_20250624_154105.csv
